nCorrelativo;tPedidoIni;tItemIni;tPedidoFin;tItemFin;tProducto;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tTurno;fRegistro;tUsuario;fDiaContable
41441;1900097354;1;1900097358;2;197;1;2,25;1,25;0;16;NULL;08/08/2019 8:53;RARMAS;08/08/2019 0:00
41440;1900097162;2;1900097141;7;206;1;1,125;0,625;0;8;NULL;07/08/2019 17:20;ALAROSA;07/08/2019 0:00
41439;1900097142;3;1900097135;8;148;1;1,125;0,625;0;8;NULL;07/08/2019 17:13;ALAROSA;07/08/2019 0:00
41438;1900097127;3;1900097141;4;213;1;1,125;0,625;0;8;NULL;07/08/2019 16:48;ALAROSA;07/08/2019 0:00
41437;1900096972;1;1900096978;4;104;1;0,984375;0,546875;0;7;NULL;07/08/2019 12:17;ECARBAJAL;07/08/2019 0:00
41436;1900096952;2;1900096958;3;208;1;0,984375;0,546875;0;7;NULL;07/08/2019 10:48;RARMAS;07/08/2019 0:00
41435;1900096952;1;1900096958;2;210;1;1,125;0,625;0;8;NULL;07/08/2019 10:48;RARMAS;07/08/2019 0:00
41434;1900096650;5;1900096669;6;93;1;1,96875;1,09375;0;14;NULL;06/08/2019 15:58;AGRADOS;06/08/2019 0:00
41433;1900096669;1;1900096650;5;93;1;1,96875;1,09375;0;14;NULL;06/08/2019 15:56;AGRADOS;06/08/2019 0:00
41432;1900096455;1;1900096617;2;251;1;0,421875;0,234375;0;3;NULL;06/08/2019 14:38;AGRADOS;06/08/2019 0:00
41431;1900096528;2;1900096533;3;208;1;0,984375;0,546875;0;7;NULL;06/08/2019 12:31;LJIMENEZ;06/08/2019 0:00
41430;1900096052;1;1900096286;5;143;1;0,6328125;0,3515625;0;4,5;NULL;05/08/2019 19:29;ALAROSA;05/08/2019 0:00
41429;1900096146;1;1900096148;2;382;1;1,125;0,625;0;8;NULL;05/08/2019 14:45;ALAROSA;05/08/2019 0:00
41428;1900096114;3;1900096125;7;344;2;6,75;3,75;0;48;NULL;05/08/2019 14:07;LJIMENEZ;05/08/2019 0:00
41427;1900096046;1;1900093819;10;208;2;1,96875;1,09375;0;14;NULL;05/08/2019 10:39;LJIMENEZ;05/08/2019 0:00
41426;1900095973;4;1900095974;7;260;1;1,96875;1,09375;0;14;NULL;04/08/2019 21:23;EESPINOZA;04/08/2019 0:00
41425;1900095847;6;1900095822;17;397;1;1,96875;1,09375;0;14;NULL;04/08/2019 19:52;EESPINOZA;04/08/2019 0:00
41424;1900095665;11;1900095716;12;103;1;1,125;0,625;0;8;NULL;04/08/2019 17:54;EESPINOZA;04/08/2019 0:00
41423;1900095665;9;1900095716;10;100;1;1,6875;0,9375;0;12;NULL;04/08/2019 17:54;EESPINOZA;04/08/2019 0:00
41422;1900095665;8;1900095716;9;210;2;2,25;1,25;0;16;NULL;04/08/2019 17:54;EESPINOZA;04/08/2019 0:00
41421;1900095665;7;1900095716;8;212;1;1,6875;0,9375;0;12;NULL;04/08/2019 17:54;EESPINOZA;04/08/2019 0:00
41420;1900095665;1;1900095716;2;96;1;1,96875;1,09375;0;14;NULL;04/08/2019 17:54;EESPINOZA;04/08/2019 0:00
41419;1900095553;1;1900095568;2;148;1;1,125;0,625;0;8;NULL;04/08/2019 16:17;EESPINOZA;04/08/2019 0:00
41418;1900095312;6;1900095335;7;93;1;1,96875;1,09375;0;14;NULL;04/08/2019 12:41;RARMAS;04/08/2019 0:00
41417;1900095312;5;1900095335;6;232;1;1,96875;1,09375;0;14;NULL;04/08/2019 12:41;RARMAS;04/08/2019 0:00
41416;1900095312;2;1900095335;3;209;1;0,984375;0,546875;0;7;NULL;04/08/2019 12:41;RARMAS;04/08/2019 0:00
41415;1900095312;1;1900095335;2;231;1;1,6875;0,9375;0;12;NULL;04/08/2019 12:41;RARMAS;04/08/2019 0:00
41414;1900095295;7;1900095320;8;218;1;1,125;0,625;0;8;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41413;1900095295;6;1900095320;7;148;1;1,125;0,625;0;8;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41412;1900095295;5;1900095320;6;208;1;0,984375;0,546875;0;7;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41411;1900095295;4;1900095320;5;300;1;1,125;0,625;0;8;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41410;1900095295;3;1900095320;4;210;1;1,125;0,625;0;8;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41409;1900095295;2;1900095320;3;376;1;3,09375;1,71875;0;22;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41408;1900095295;1;1900095320;2;494;1;2,25;1,25;0;16;NULL;04/08/2019 12:12;RARMAS;04/08/2019 0:00
41407;1900095269;6;1900095281;7;208;1;0,984375;0,546875;0;7;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41406;1900095269;5;1900095281;6;294;1;0,5625;0,3125;0;4;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41405;1900095269;4;1900095281;5;182;2;5,0625;2,8125;0;36;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41404;1900095269;3;1900095281;4;197;2;4,5;2,5;0;32;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41403;1900095269;2;1900095281;3;208;2;1,96875;1,09375;0;14;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41402;1900095269;1;1900095281;2;217;4;4,5;2,5;0;32;NULL;04/08/2019 10:13;RARMAS;04/08/2019 0:00
41401;1900095255;6;1900095279;8;212;1;1,6875;0,9375;0;12;NULL;04/08/2019 10:07;RARMAS;04/08/2019 0:00
41400;1900095255;3;1900095265;4;181;1;1,96875;1,09375;0;14;NULL;04/08/2019 9:21;RARMAS;04/08/2019 0:00
41399;1900095255;2;1900095265;3;302;1;1,265625;0,703125;0;9;NULL;04/08/2019 9:21;RARMAS;04/08/2019 0:00
41398;1900095255;1;1900095265;2;223;2;2,8125;1,5625;0;20;NULL;04/08/2019 9:21;RARMAS;04/08/2019 0:00
41397;1900095255;4;1900095263;5;432;1;1,125;0,625;0;8;NULL;04/08/2019 9:21;RARMAS;04/08/2019 0:00
41396;1900095207;3;1900095244;4;208;1;0,984375;0,546875;0;7;NULL;03/08/2019 23:12;ALAROSA;03/08/2019 0:00
41395;1900095112;1;1900095158;2;283;1;2,8125;1,5625;0;20;NULL;03/08/2019 20:31;ALAROSA;03/08/2019 0:00
41394;1900095112;2;1900095153;7;265;1;1,125;0,625;0;8;NULL;03/08/2019 20:25;EESPINOZA;03/08/2019 0:00
41393;1900095112;3;1900095153;4;260;1;1,96875;1,09375;0;14;NULL;03/08/2019 20:24;EESPINOZA;03/08/2019 0:00
41392;1900095118;5;1900095148;6;382;1;1,125;0,625;0;8;NULL;03/08/2019 20:19;BCASARIEGO;03/08/2019 0:00
41391;1900095118;4;1900095148;5;265;2;2,25;1,25;0;16;NULL;03/08/2019 20:19;BCASARIEGO;03/08/2019 0:00
41390;1900095118;1;1900095148;2;96;1;1,96875;1,09375;0;14;NULL;03/08/2019 20:19;BCASARIEGO;03/08/2019 0:00
41389;1900094912;5;1900094913;8;95;1;1,96875;1,09375;0;14;NULL;03/08/2019 17:18;BCASARIEGO;03/08/2019 0:00
41388;1900094912;4;1900094913;7;318;1;1,96875;1,09375;0;14;NULL;03/08/2019 17:18;BCASARIEGO;03/08/2019 0:00
41387;1900094912;3;1900094913;6;199;1;1,6875;0,9375;0;12;NULL;03/08/2019 17:18;BCASARIEGO;03/08/2019 0:00
41386;1900094912;2;1900094913;5;489;1;1,96875;1,09375;0;14;NULL;03/08/2019 17:18;BCASARIEGO;03/08/2019 0:00
41385;1900094912;1;1900094913;4;93;1;1,96875;1,09375;0;14;NULL;03/08/2019 17:18;BCASARIEGO;03/08/2019 0:00
41384;1900094757;1;1900094763;2;99;1;1,96875;1,09375;0;14;NULL;03/08/2019 13:43;RARMAS;03/08/2019 0:00
41383;1900094680;1;1900094736;3;210;2;2,25;1,25;0;16;NULL;03/08/2019 12:50;RARMAS;03/08/2019 0:00
41382;1900094680;2;1900094687;3;212;1;1,6875;0,9375;0;12;NULL;03/08/2019 11:10;RARMAS;03/08/2019 0:00
41381;1900094680;1;1900094687;2;223;1;1,40625;0,78125;0;10;NULL;03/08/2019 11:10;RARMAS;03/08/2019 0:00
41380;1900094665;2;1900093819;8;208;1;0,984375;0,546875;0;7;NULL;03/08/2019 10:53;AGRADOS;03/08/2019 0:00
41379;1900094665;1;1900093819;7;208;1;0,984375;0,546875;0;7;NULL;03/08/2019 10:53;AGRADOS;03/08/2019 0:00
41378;1900094635;1;1900094656;2;262;1;3,09375;1,71875;0;22;NULL;03/08/2019 10:08;RARMAS;03/08/2019 0:00
41377;1900094635;8;1900094646;9;315;1;1,6875;0,9375;0;12;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41376;1900094635;7;1900094646;8;461;1;1,125;0,625;0;8;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41375;1900094635;6;1900094646;7;204;1;1,125;0,625;0;8;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41374;1900094635;5;1900094646;6;181;1;1,96875;1,09375;0;14;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41373;1900094635;4;1900094646;5;197;1;2,25;1,25;0;16;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41372;1900094635;3;1900094646;4;208;1;0,984375;0,546875;0;7;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41371;1900094635;2;1900094646;3;209;1;0,984375;0,546875;0;7;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41370;1900094635;1;1900094646;2;265;2;2,25;1,25;0;16;NULL;03/08/2019 9:50;RARMAS;03/08/2019 0:00
41369;1900094559;11;1900094608;12;201;1;1,6875;0,9375;0;12;NULL;02/08/2019 21:37;RARMAS;02/08/2019 0:00
41368;1900094559;10;1900094608;11;99;1;1,96875;1,09375;0;14;NULL;02/08/2019 21:37;RARMAS;02/08/2019 0:00
41367;1900094559;9;1900094608;10;148;1;1,125;0,625;0;8;NULL;02/08/2019 21:37;RARMAS;02/08/2019 0:00
41366;1900094559;8;1900094608;9;103;1;1,125;0,625;0;8;NULL;02/08/2019 21:37;RARMAS;02/08/2019 0:00
41365;1900094559;7;1900094608;8;93;1;1,96875;1,09375;0;14;NULL;02/08/2019 21:37;RARMAS;02/08/2019 0:00
41364;1900094442;4;1900094496;18;206;1;1,125;0,625;0;8;NULL;02/08/2019 19:20;RARMAS;02/08/2019 0:00
41363;1900094496;9;1900094442;15;260;1;1,96875;1,09375;0;14;NULL;02/08/2019 19:19;RARMAS;02/08/2019 0:00
41362;1900094442;6;1900094496;13;216;1;1,125;0,625;0;8;NULL;02/08/2019 19:15;AGRADOS;02/08/2019 0:00
41361;1900094442;2;1900094496;9;260;1;1,96875;1,09375;0;14;NULL;02/08/2019 19:15;AGRADOS;02/08/2019 0:00
41360;1900094474;5;1900094496;6;260;1;1,96875;1,09375;0;14;NULL;02/08/2019 19:15;AGRADOS;02/08/2019 0:00
41359;1900094496;4;1900094474;10;99;1;1,96875;1,09375;0;14;NULL;02/08/2019 19:14;AGRADOS;02/08/2019 0:00
41358;1900094496;2;1900094474;8;216;1;1,125;0,625;0;8;NULL;02/08/2019 19:14;AGRADOS;02/08/2019 0:00
41357;1900094442;3;1900094496;4;99;1;1,96875;1,09375;0;14;NULL;02/08/2019 19:13;AGRADOS;02/08/2019 0:00
41356;1900094442;1;1900094496;2;216;1;1,125;0,625;0;8;NULL;02/08/2019 19:13;AGRADOS;02/08/2019 0:00
41355;1900094417;5;1900094416;23;265;1;1,125;0,625;0;8;NULL;02/08/2019 18:02;RARMAS;02/08/2019 0:00
41354;1900094377;9;1900094416;15;210;1;1,125;0,625;0;8;NULL;02/08/2019 17:36;RARMAS;02/08/2019 0:00
41353;1900094377;7;1900094420;8;89;1;11,25;6,25;0;80;NULL;02/08/2019 17:30;RARMAS;02/08/2019 0:00
41352;1900094226;8;1900094290;9;491;1;1,96875;1,09375;0;14;NULL;02/08/2019 14:43;RARMAS;02/08/2019 0:00
41351;1900094226;7;1900094290;8;233;1;1,96875;1,09375;0;14;NULL;02/08/2019 14:43;RARMAS;02/08/2019 0:00
41350;1900094226;6;1900094290;7;282;1;1,6875;0,9375;0;12;NULL;02/08/2019 14:43;RARMAS;02/08/2019 0:00
41349;1900094226;5;1900094290;6;95;1;1,96875;1,09375;0;14;NULL;02/08/2019 14:43;RARMAS;02/08/2019 0:00
41348;1900094133;1;1900093819;5;208;2;1,96875;1,09375;0;14;NULL;02/08/2019 10:42;ALAROSA;02/08/2019 0:00
41347;1900094053;1;1900094072;2;261;1;2,53125;1,40625;0;18;NULL;01/08/2019 21:25;ABARRERA;01/08/2019 0:00
41346;1900094007;5;1900094042;6;208;1;0,984375;0,546875;0;7;NULL;01/08/2019 20:20;ALAROSA;01/08/2019 0:00
41345;1900094007;8;1900094037;9;208;1;0,984375;0,546875;0;7;NULL;01/08/2019 20:16;RARMAS;01/08/2019 0:00
41344;1900094007;2;1900094037;3;232;1;1,96875;1,09375;0;14;NULL;01/08/2019 20:16;RARMAS;01/08/2019 0:00
41343;1900094007;1;1900094037;2;198;1;1,6875;0,9375;0;12;NULL;01/08/2019 20:16;RARMAS;01/08/2019 0:00
41342;1900093902;1;1900093911;4;366;1;1,125;0,625;0;8;NULL;01/08/2019 17:04;ALAROSA;01/08/2019 0:00
41341;1900093903;1;1900093911;2;142;1;0,84375;0,46875;0;6;NULL;01/08/2019 17:03;ALAROSA;01/08/2019 0:00
41340;1900093675;2;1900093819;3;208;1;0,984375;0,546875;0;7;NULL;01/08/2019 14:35;EESPINOZA;01/08/2019 0:00
41339;1900093675;1;1900093819;2;208;1;0,984375;0,546875;0;7;NULL;01/08/2019 14:35;EESPINOZA;01/08/2019 0:00
41338;1900093429;4;1900093444;5;461;1;1,125;0,625;0;8;NULL;31/07/2019 16:49;ABARRERA;31/07/2019 0:00
41337;1900093330;4;1900093354;5;209;1;0,984375;0,546875;0;7;NULL;31/07/2019 14:14;RARMAS;31/07/2019 0:00
41336;1900093330;3;1900093354;4;210;1;1,125;0,625;0;8;NULL;31/07/2019 14:14;RARMAS;31/07/2019 0:00
41335;1900093330;2;1900093354;3;218;1;1,125;0,625;0;8;NULL;31/07/2019 14:14;RARMAS;31/07/2019 0:00
41334;1900093330;1;1900093354;2;209;1;0,984375;0,546875;0;7;NULL;31/07/2019 14:14;RARMAS;31/07/2019 0:00
41333;1900093291;2;1900093285;4;233;1;1,6875;0,9375;0;12;NULL;31/07/2019 12:48;EESPINOZA;31/07/2019 0:00
41332;1900093267;5;1900093276;8;282;1;1,6875;0,9375;0;12;NULL;31/07/2019 11:50;ALAROSA;31/07/2019 0:00
41331;1900093267;4;1900093276;7;265;2;2,25;1,25;0;16;NULL;31/07/2019 11:50;ALAROSA;31/07/2019 0:00
41330;1900093280;4;1900093267;5;282;1;1,6875;0,9375;0;12;NULL;31/07/2019 11:48;ALAROSA;31/07/2019 0:00
41329;1900093280;3;1900093267;4;265;2;2,25;1,25;0;16;NULL;31/07/2019 11:48;ALAROSA;31/07/2019 0:00
41328;1900093267;1;1900093281;2;210;1;1,125;0,625;0;8;NULL;31/07/2019 11:48;ALAROSA;31/07/2019 0:00
41327;1900093267;3;1900093280;4;282;1;1,6875;0,9375;0;12;NULL;31/07/2019 11:45;ALAROSA;31/07/2019 0:00
41326;1900093267;2;1900093280;3;265;2;2,25;1,25;0;16;NULL;31/07/2019 11:45;ALAROSA;31/07/2019 0:00
41325;1900093228;5;1900093252;6;209;1;0,984375;0,546875;0;7;NULL;31/07/2019 10:44;RARMAS;31/07/2019 0:00
41324;1900093228;4;1900093252;5;208;1;0,984375;0,546875;0;7;NULL;31/07/2019 10:44;RARMAS;31/07/2019 0:00
41323;1900093228;3;1900093252;4;182;1;2,53125;1,40625;0;18;NULL;31/07/2019 10:44;RARMAS;31/07/2019 0:00
41322;1900093228;2;1900093252;3;223;1;1,40625;0,78125;0;10;NULL;31/07/2019 10:44;RARMAS;31/07/2019 0:00
41321;1900093228;1;1900093252;2;392;1;3,515625;1,953125;0;25;NULL;31/07/2019 10:44;RARMAS;31/07/2019 0:00
41320;1900092868;2;1900092884;3;335;1;3,09375;1,71875;0;22;NULL;30/07/2019 13:47;RARMAS;30/07/2019 0:00
41319;1900092868;1;1900092884;2;344;1;3,09375;1,71875;0;22;NULL;30/07/2019 13:47;RARMAS;30/07/2019 0:00
41318;1900092792;3;1900092805;4;358;1;0,84375;0,46875;0;6;NULL;30/07/2019 10:41;RARMAS;30/07/2019 0:00
41317;1900092792;2;1900092805;3;295;1;0,28125;0,15625;0;2;NULL;30/07/2019 10:41;RARMAS;30/07/2019 0:00
41316;1900092792;1;1900092805;2;392;4;14,0625;7,8125;0;100;NULL;30/07/2019 10:41;RARMAS;30/07/2019 0:00
41315;1900092457;4;1900092485;5;204;1;0,984375;0,546875;0;7;NULL;29/07/2019 17:42;ALAROSA;29/07/2019 0:00
41314;1900092242;1;1900092253;8;103;1;1,125;0,625;0;8;NULL;29/07/2019 15:14;ALAROSA;29/07/2019 0:00
41313;1900092235;2;1900092268;3;356;1;2,53125;1,40625;0;18;NULL;29/07/2019 15:12;EESPINOZA;29/07/2019 0:00
41312;1900092057;1;1900092032;3;54;1;3,69140625;2,05078125;0;26,25;NULL;28/07/2019 22:29;ALAROSA;28/07/2019 0:00
41311;1900092040;3;1900092044;4;208;1;0,984375;0,546875;0;7;NULL;28/07/2019 21:32;ALAROSA;28/07/2019 0:00
41310;1900091756;8;1900091812;14;99;1;1,96875;1,09375;0;14;NULL;28/07/2019 18:05;ALAROSA;28/07/2019 0:00
41309;1900091738;4;1900091727;12;209;1;0,984375;0,546875;0;7;NULL;28/07/2019 16:40;RARMAS;28/07/2019 0:00
41308;1900091706;5;1900091709;8;97;1;1,6875;0,9375;0;12;NULL;28/07/2019 16:08;ALAROSA;28/07/2019 0:00
41307;1900091642;4;1900091657;5;206;2;1,96875;1,09375;0;14;NULL;28/07/2019 15:08;RARMAS;28/07/2019 0:00
41306;1900091540;7;1900091532;11;265;1;1,125;0,625;0;8;NULL;28/07/2019 11:38;AGRADOS;28/07/2019 0:00
41305;1900091491;6;1900091498;7;432;1;1,125;0,625;0;8;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41304;1900091491;5;1900091498;6;204;1;0,984375;0,546875;0;7;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41303;1900091491;4;1900091498;5;223;1;1,40625;0,78125;0;10;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41302;1900091491;3;1900091498;4;208;1;0,984375;0,546875;0;7;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41301;1900091491;2;1900091498;3;179;1;2,8125;1,5625;0;20;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41300;1900091491;1;1900091498;2;181;1;1,96875;1,09375;0;14;NULL;28/07/2019 9:37;RARMAS;28/07/2019 0:00
41299;1900091261;4;1900091260;5;210;1;1,125;0,625;0;8;NULL;27/07/2019 17:11;RARMAS;27/07/2019 0:00
41298;1900091261;3;1900091260;4;93;1;1,96875;1,09375;0;14;NULL;27/07/2019 17:11;RARMAS;27/07/2019 0:00
41297;1900091261;2;1900091260;3;370;1;1,6875;0,9375;0;12;NULL;27/07/2019 17:11;RARMAS;27/07/2019 0:00
41296;1900091180;2;1900091192;3;97;1;1,6875;0,9375;0;12;NULL;27/07/2019 16:02;RARMAS;27/07/2019 0:00
41295;1900091095;4;1900091117;5;375;1;1,125;0,625;0;8;NULL;27/07/2019 13:23;RARMAS;27/07/2019 0:00
41294;1900091095;3;1900091117;4;301;1;1,125;0,625;0;8;NULL;27/07/2019 13:23;RARMAS;27/07/2019 0:00
41293;1900091095;2;1900091117;3;370;1;1,6875;0,9375;0;12;NULL;27/07/2019 13:23;RARMAS;27/07/2019 0:00
41292;1900091095;1;1900091117;2;93;1;1,96875;1,09375;0;14;NULL;27/07/2019 13:23;RARMAS;27/07/2019 0:00
41291;1900091053;6;1900091056;7;260;1;1,6875;0,9375;0;12;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41290;1900091053;5;1900091056;6;143;1;0,84375;0,46875;0;6;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41289;1900091053;4;1900091056;5;261;1;2,53125;1,40625;0;18;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41288;1900091053;3;1900091056;4;409;1;2,8125;1,5625;0;20;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41287;1900091053;2;1900091056;3;208;1;0,984375;0,546875;0;7;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41286;1900091053;1;1900091056;2;212;1;1,6875;0,9375;0;12;NULL;27/07/2019 10:05;RARMAS;27/07/2019 0:00
41285;1900090822;7;1900091039;8;260;1;0,00016875;9,38E-05;0;0,0012;NULL;26/07/2019 22:19;BCASARIEGO;26/07/2019 0:00
41284;1900090921;6;1900090932;7;96;1;1,6875;0,9375;0;12;NULL;26/07/2019 19:23;RARMAS;26/07/2019 0:00
41283;1900090822;9;1900090834;17;260;1;1,6875;0,9375;0;12;NULL;26/07/2019 18:09;ALAROSA;26/07/2019 0:00
41282;1900090822;8;1900090834;16;260;1;1,6875;0,9375;0;12;NULL;26/07/2019 18:09;ALAROSA;26/07/2019 0:00
41281;1900090834;2;1900090822;7;260;3;5,0625;2,8125;0;36;NULL;26/07/2019 17:56;ALAROSA;26/07/2019 0:00
41280;1900090805;3;1900090822;4;397;1;1,96875;1,09375;0;14;NULL;26/07/2019 17:15;ALAROSA;26/07/2019 0:00
41279;1900090663;1;1900090684;3;94;1;1,6875;0,9375;0;12;NULL;26/07/2019 14:47;RARMAS;26/07/2019 0:00
41278;1900090673;1;1900090681;2;198;1;1,6875;0,9375;0;12;NULL;26/07/2019 14:43;RARMAS;26/07/2019 0:00
41277;1900090569;2;1900090625;3;245;1;1,6875;0,9375;0;12;NULL;26/07/2019 13:22;RARMAS;26/07/2019 0:00
41276;1900090577;10;1900090619;11;198;1;1,6875;0,9375;0;12;NULL;26/07/2019 13:12;RARMAS;26/07/2019 0:00
41275;1900090577;9;1900090619;10;148;1;1,125;0,625;0;8;NULL;26/07/2019 13:12;RARMAS;26/07/2019 0:00
41274;1900090577;7;1900090619;8;369;1;2,53125;1,40625;0;18;NULL;26/07/2019 13:12;RARMAS;26/07/2019 0:00
41273;1900090569;3;1900090609;4;382;2;2,25;1,25;0;16;NULL;26/07/2019 12:57;RARMAS;26/07/2019 0:00
41272;1900090569;2;1900090609;3;296;2;1,6875;0,9375;0;12;NULL;26/07/2019 12:57;RARMAS;26/07/2019 0:00
41271;1900090569;1;1900090609;2;356;2;5,0625;2,8125;0;36;NULL;26/07/2019 12:57;RARMAS;26/07/2019 0:00
41270;1900090569;5;1900090587;6;208;1;0,984375;0,546875;0;7;NULL;26/07/2019 12:21;RARMAS;26/07/2019 0:00
41269;1900090569;4;1900090587;5;97;1;1,6875;0,9375;0;12;NULL;26/07/2019 12:21;RARMAS;26/07/2019 0:00
41268;1900090569;3;1900090587;4;103;1;1,125;0,625;0;8;NULL;26/07/2019 12:21;RARMAS;26/07/2019 0:00
41267;1900090569;2;1900090587;3;210;1;1,125;0,625;0;8;NULL;26/07/2019 12:21;RARMAS;26/07/2019 0:00
41266;1900090569;1;1900090587;2;281;1;1,125;0,625;0;8;NULL;26/07/2019 12:21;RARMAS;26/07/2019 0:00
41265;1900090569;2;1900090578;3;211;1;0,984375;0,546875;0;7;NULL;26/07/2019 11:56;RARMAS;26/07/2019 0:00
41264;1900090569;1;1900090578;2;148;2;2,25;1,25;0;16;NULL;26/07/2019 11:56;RARMAS;26/07/2019 0:00
41263;1900090497;1;1900090508;2;392;1;3,515625;1,953125;0;25;NULL;26/07/2019 8:48;RARMAS;26/07/2019 0:00
41262;1900090334;7;1900090492;12;370;1;1,6875;0,9375;0;12;NULL;25/07/2019 21:59;ABARRERA;25/07/2019 0:00
41261;1900090447;1;1900090260;4;254;1;1,525423729;0;0;10;NULL;25/07/2019 20:52;ALAROSA;25/07/2019 0:00
41260;1900090395;2;1900090413;3;232;1;1,6875;0,9375;0;12;NULL;25/07/2019 19:49;ALAROSA;25/07/2019 0:00
41259;1900090395;1;1900090413;2;93;1;1,96875;1,09375;0;14;NULL;25/07/2019 19:49;ALAROSA;25/07/2019 0:00
41258;1900090327;6;1900090334;7;370;1;1,6875;0,9375;0;12;NULL;25/07/2019 18:02;ABARRERA;25/07/2019 0:00
41257;1900090293;1;1900090309;2;208;1;0,984375;0,546875;0;7;NULL;25/07/2019 17:20;ALAROSA;25/07/2019 0:00
41256;1900090046;4;1900090264;5;265;1;0,0001125;6,25E-05;0;0,0008;NULL;25/07/2019 16:25;ABARRERA;25/07/2019 0:00
41255;1900090046;3;1900090264;4;245;1;0,00028125;0,00015625;0;0,002;NULL;25/07/2019 16:25;ABARRERA;25/07/2019 0:00
41254;1900090046;2;1900090264;3;208;1;9,84E-05;5,47E-05;0;0,0007;NULL;25/07/2019 16:25;ABARRERA;25/07/2019 0:00
41253;1900090046;1;1900090264;2;304;1;0,0001125;6,25E-05;0;0,0008;NULL;25/07/2019 16:25;ABARRERA;25/07/2019 0:00
41252;1900089845;2;1900089848;5;198;1;1,6875;0,9375;0;12;NULL;24/07/2019 17:02;AGRADOS;24/07/2019 0:00
41251;1900089839;1;1900089845;2;198;1;1,6875;0,9375;0;12;NULL;24/07/2019 16:54;AGRADOS;24/07/2019 0:00
41250;1900089658;10;1900089770;11;261;1;2,53125;1,40625;0;18;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41249;1900089658;9;1900089770;10;246;1;2,53125;1,40625;0;18;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41248;1900089658;8;1900089770;9;179;1;2,8125;1,5625;0;20;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41247;1900089658;7;1900089770;8;285;1;3,375;1,875;0;24;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41246;1900089658;6;1900089770;7;356;1;2,53125;1,40625;0;18;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41245;1900089658;5;1900089770;6;213;1;1,125;0,625;0;8;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41244;1900089658;4;1900089770;5;265;2;2,25;1,25;0;16;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41243;1900089658;3;1900089770;4;180;1;2,8125;1,5625;0;20;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41242;1900089658;2;1900089770;3;217;2;2,25;1,25;0;16;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41241;1900089658;1;1900089770;2;362;1;2,53125;1,40625;0;18;NULL;24/07/2019 14:54;RARMAS;24/07/2019 0:00
41240;1900089749;7;1900089768;8;215;1;1,125;0,625;0;8;NULL;24/07/2019 14:51;RARMAS;24/07/2019 0:00
41239;1900089749;6;1900089768;7;216;1;1,125;0,625;0;8;NULL;24/07/2019 14:51;RARMAS;24/07/2019 0:00
41238;1900089749;5;1900089768;6;199;1;1,6875;0,9375;0;12;NULL;24/07/2019 14:51;RARMAS;24/07/2019 0:00
41237;1900089749;4;1900089768;5;208;2;1,96875;1,09375;0;14;NULL;24/07/2019 14:51;RARMAS;24/07/2019 0:00
41236;1900089749;3;1900089768;4;206;1;0,984375;0,546875;0;7;NULL;24/07/2019 14:51;RARMAS;24/07/2019 0:00
