tDocumento;tItem;tCodigoPedido;tCodigoProducto;nPrecioNeto;nPrecioImpuesto1;nPrecioImpuesto2;nPrecioImpuesto3;nPrecioVenta;nPrecioOficial;nRecargo;nDescuento;nCantidad;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;tGuia;nDescuentoNeto;nLey1;tAplicaExoneracion;tAplicaInafectacion;tDocumentoAnticipo
T00013000083799;5;1800052416;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083799;4;1800052416;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083799;3;1800052416;282;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083799;2;1800052416;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083799;1;1800052416;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083798;2;1800052419;211;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083798;1;1800052419;305;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083797;2;1800052431;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083797;1;1800052431;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083796;2;1800052430;370;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083796;1;1800052430;97;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083795;5;1800052407;348;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083795;4;1800052407;391;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083795;3;1800052407;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083795;2;1800052407;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083795;1;1800052407;148;4,6875;0,84375;0,46875;0;6;6;0;0;2;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083794;1;1800052428;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083793;2;1800052427;104;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083793;1;1800052427;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083792;1;1800052410;404;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;6;1800052400;252;3,125;0,5625;0,3125;0;4;4;0;0;3;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;5;1800052400;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;4;1800052400;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;3;1800052400;260;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;2;1800052400;208;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083791;1;1800052400;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083790;1;1800052424;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083789;1;1800052415;130;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083788;2;1800052421;251;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083788;1;1800052421;252;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083787;4;1800052397;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083787;3;1800052397;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083787;2;1800052397;200;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083787;1;1800052397;216;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083786;1;1800052418;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083785;5;1800052417;366;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083785;4;1800052417;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083785;3;1800052417;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083785;2;1800052417;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083785;1;1800052417;95;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083784;4;1800052392;402;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083784;3;1800052392;208;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083784;2;1800052392;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083784;1;1800052392;382;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083783;1;1800052414;319;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083782;1;1800052395;283;14,0625;2,53125;1,40625;0;18;18;0;0;1;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083781;2;1800052387;391;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083781;1;1800052387;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;6;1800052393;217;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;5;1800052393;208;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;4;1800052393;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;3;1800052393;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;2;1800052393;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083780;1;1800052393;370;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083779;1;1800052404;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083778;2;1800052412;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083778;1;1800052412;370;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083777;2;1800052401;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083777;1;1800052401;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083776;1;1800052403;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083775;1;1800052406;209;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083774;3;1800052405;148;4,6875;0,84375;0,46875;0;6;6;0;0;2;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083774;2;1800052405;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083774;1;1800052405;198;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;7;1800052394;104;3,125;0,5625;0,3125;0;4;4;0;0;2;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;6;1800052394;100;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;5;1800052394;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;4;1800052394;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;3;1800052394;148;4,6875;0,84375;0,46875;0;6;6;0;0;2;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;2;1800052394;96;9,375;1,6875;0,9375;0;12;12;0;0;2;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083773;1;1800052394;198;7,8125;1,40625;0,78125;0;10;10;0;0;2;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083772;1;1800052402;179;11,71875;2,109375;1,171875;0;15;20;0;5;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083771;1;1800052399;233;9,375;1,6875;0,9375;0;12;12;0;0;2;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083770;1;1800052398;86;54,6875;9,84375;5,46875;0;70;70;0;0;1;9,84375;5,46875;0;70;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083769;3;1800052359;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083769;2;1800052359;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083769;1;1800052359;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083768;2;1800052396;206;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083768;1;1800052396;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083767;5;1800052375;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083767;4;1800052375;251;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083767;3;1800052375;391;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083767;2;1800052375;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083767;1;1800052375;218;6,25;1,125;0,625;0;8;8;0;0;2;2,25;1,25;0;16;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083766;3;1800052385;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083766;2;1800052385;148;4,6875;0,84375;0,46875;0;6;6;0;0;1;0,84375;0,46875;0;6;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083766;1;1800052385;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083765;3;1800052391;54;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083765;2;1800052391;148;4,6875;0,84375;0,46875;0;6;6;0;0;2;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083765;1;1800052391;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083764;4;1800052390;129;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083764;3;1800052390;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083764;1;1800052390;282;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083763;2;1800052389;10;50,78125;9,140625;5,078125;0;65;65;0;0;1;9,140625;5,078125;0;65;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083763;1;1800052389;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083762;1;1800052388;261;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;7;1800052365;209;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;6;1800052365;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;5;1800052365;208;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;4;1800052365;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;3;1800052365;370;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;2;1800052365;148;4,6875;0,84375;0,46875;0;6;6;0;0;4;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083761;1;1800052365;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083760;3;1800052371;103;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083760;2;1800052371;218;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083760;1;1800052371;285;18,75;3,375;1,875;0;24;24;0;0;1;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083759;1;1800052384;59;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083758;2;1800052377;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083758;1;1800052377;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083757;2;1800052383;199;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083757;1;1800052383;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;6;1800052357;201;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;5;1800052357;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;4;1800052357;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;3;1800052357;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;2;1800052357;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083756;1;1800052357;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083755;1;1800052382;356;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083754;1;1800052369;401;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083753;1;1800052381;223;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083752;2;1800052380;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083752;1;1800052380;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083751;1;1800052379;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083750;1;1800052361;8;58,59375;10,546875;5,859375;0;75;75;0;0;1;10,546875;5,859375;0;75;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083749;3;1800052358;206;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083749;2;1800052358;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083749;1;1800052358;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083748;2;1800052344;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083748;1;1800052344;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083747;1;1800052376;210;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083746;5;1800052374;319;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083746;4;1800052374;207;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083746;3;1800052374;104;3,125;0,5625;0,3125;0;4;4;0;0;1;0,5625;0,3125;0;4;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083746;2;1800052374;318;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083746;1;1800052374;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083745;2;1800052373;372;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083745;1;1800052373;248;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083744;1;1800052353;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083743;2;1800052372;281;3,90625;0,703125;0,390625;0;5;5;0;0;4;2,8125;1,5625;0;20;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083743;1;1800052372;103;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083742;1;1800052349;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083741;2;1800052366;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083741;1;1800052366;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083740;1;1800052367;90;58,59375;10,546875;5,859375;0;75;75;0;0;1;10,546875;5,859375;0;75;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083739;2;1800052362;54;23,4375;4,21875;2,34375;0;30;30;0;0;1;4,21875;2,34375;0;30;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083739;1;1800052362;93;10,9375;1,96875;1,09375;0;14;14;0;0;1;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083738;1;1800052364;16;0;0;0;0;0;70;0;70;1;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;7;1800052346;356;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;6;1800052346;356;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;5;1800052346;283;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;4;1800052346;285;10,546875;1,8984375;1,0546875;0;13,5;18;0;4,5;1;1,8984375;1,0546875;0;13,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;3;1800052346;335;12,890625;2,3203125;1,2890625;0;16,5;22;0;5,5;1;2,3203125;1,2890625;0;16,5;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;2;1800052346;222;11,71875;2,109375;1,171875;0;15;15;0;0;1;2,109375;1,171875;0;15;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083737;1;1800052346;265;4,6875;0,84375;0,46875;0;6;8;0;2;3;2,53125;1,40625;0;18;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083736;1;1800052363;86;54,6875;9,84375;5,46875;0;70;70;0;0;1;9,84375;5,46875;0;70;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;10;1800052352;348;9,375;1,6875;0,9375;0;12;12;0;0;2;3,375;1,875;0;24;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;9;1800052352;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;8;1800052352;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;7;1800052352;96;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;6;1800052352;232;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;5;1800052352;260;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;4;1800052352;265;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;3;1800052352;216;6,25;1,125;0,625;0;8;8;0;0;1;1,125;0,625;0;8;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;2;1800052352;391;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083735;1;1800052352;103;5,46875;0,984375;0,546875;0;7;7;0;0;2;1,96875;1,09375;0;14;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083734;2;1800052350;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083734;1;1800052350;393;19,53125;3,515625;1,953125;0;25;25;0;0;1;3,515625;1,953125;0;25;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083733;3;1800052354;209;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083733;2;1800052354;233;9,375;1,6875;0,9375;0;12;12;0;0;1;1,6875;0,9375;0;12;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083733;1;1800052354;103;5,46875;0,984375;0,546875;0;7;7;0;0;1;0,984375;0,546875;0;7;NULL;NULL;NULL;NULL;NULL;NULL
T00013000083732;4;1800052339;223;7,8125;1,40625;0,78125;0;10;10;0;0;1;1,40625;0,78125;0;10;NULL;NULL;NULL;NULL;NULL;NULL
