tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tUsuario;fRegistro;nDolar;lReplica;fDiaContable;tNumeroATarjeta;tForma;tCodigoIntegracion
T00013000081524;1;1800000351;1;NULL;1;3,1;13,5;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:56;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081523;1;1800000351;2;NULL;1;3,1;30;0;5;;NULL;1408;;JRUIZ;17/07/2018 15:55;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081522;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:53;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081521;1;1800000351;1;NULL;1;3,1;33;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:44;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081520;1;1800000351;2;NULL;1;3,1;108;2;2;;NULL;1938;;JRUIZ;17/07/2018 15:41;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081519;1;1800000351;1;NULL;1;3,1;10;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:35;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081518;1;1800000351;2;NULL;1;3,1;57;0;5;;NULL;7191;;JRUIZ;17/07/2018 15:34;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081517;1;1800000351;2;NULL;1;3,1;7,5;0;5;;NULL;1133;;JRUIZ;17/07/2018 15:27;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081516;1;1800000351;2;NULL;1;3,1;14;0;1;;NULL;3870;;JRUIZ;17/07/2018 15:19;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081515;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:17;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081514;1;1800000351;1;NULL;1;3,1;38;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:17;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081513;1;1800000351;2;NULL;1;3,1;34;0;1;;NULL;8552;;JRUIZ;17/07/2018 15:15;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081512;1;1800000351;2;NULL;1;3,1;67;0;1;;NULL;166;;JRUIZ;17/07/2018 15:13;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081511;1;1800000351;1;NULL;1;3,1;5,25;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:10;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081510;1;1800000351;1;NULL;1;3,1;6;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:04;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081509;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 15:02;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081508;1;1800000351;2;NULL;1;3,1;34;5;1;;NULL;1399;;JRUIZ;17/07/2018 15:00;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081507;1;1800000351;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:58;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081506;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:55;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081505;1;1800000351;1;NULL;1;3,1;17;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:51;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081504;1;1800000351;1;NULL;1;3,1;50;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:49;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081503;4;1800000351;2;NULL;1;3,1;22;0;5;;NULL;3295;;JRUIZ;17/07/2018 14:48;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081503;3;1800000351;2;NULL;1;3,1;18;0;5;;NULL;581;;JRUIZ;17/07/2018 14:48;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081503;2;1800000351;2;NULL;1;3,1;25;0;5;;NULL;8337;;JRUIZ;17/07/2018 14:48;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081503;1;1800000351;1;NULL;1;3,1;25;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:48;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081502;1;1800000351;2;NULL;1;3,1;36;0;5;;NULL;6619;;JRUIZ;17/07/2018 14:43;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081501;1;1800000351;1;NULL;1;3,1;75;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:43;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081500;1;1800000351;2;NULL;1;3,1;12;0;5;;NULL;7389;;JRUIZ;17/07/2018 14:41;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081499;1;1800000351;2;NULL;1;3,1;30;0;5;;NULL;6113;;JRUIZ;17/07/2018 14:40;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081498;1;1800000351;2;NULL;1;3,1;18;0;5;;NULL;6071;;JRUIZ;17/07/2018 14:38;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081497;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:36;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081496;1;1800000351;2;NULL;1;3,1;14;0;5;;NULL;1923;;JRUIZ;17/07/2018 14:34;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081495;1;1800000351;1;NULL;1;3,1;10;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:31;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081494;1;1800000351;2;NULL;1;3,1;14;0;1;;NULL;586;;JRUIZ;17/07/2018 14:27;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081493;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:27;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081491;1;1800000351;2;NULL;1;3,1;14;0;5;;NULL;4777;;JRUIZ;17/07/2018 14:21;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081490;1;1800000351;2;NULL;1;3,1;28;0;2;;NULL;1521;;JRUIZ;17/07/2018 14:18;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081489;1;1800000351;2;NULL;1;3,1;16;0;5;;NULL;9309;;JRUIZ;17/07/2018 14:18;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081488;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:15;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081487;1;1800000351;2;NULL;1;3,1;134;0;5;;NULL;4821;;JRUIZ;17/07/2018 14:10;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081486;1;1800000351;2;NULL;1;3,1;20;0;5;;NULL;5784;;JRUIZ;17/07/2018 14:08;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081485;1;1800000351;2;NULL;1;3,1;20;0;5;;NULL;3995;;JRUIZ;17/07/2018 14:08;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081484;2;1800000351;2;NULL;1;3,1;30;0;5;;NULL;5192;;JRUIZ;17/07/2018 14:06;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081484;1;1800000351;1;NULL;1;3,1;28;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:06;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081483;1;1800000351;2;NULL;1;3,1;20;0;5;;NULL;6082;;JRUIZ;17/07/2018 14:06;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081482;1;1800000351;1;NULL;1;3,1;42;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 14:04;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081481;2;1800000351;2;NULL;1;3,1;27;0;2;;NULL;2234;;JRUIZ;17/07/2018 14:02;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081481;1;1800000351;2;NULL;1;3,1;27;0;5;;NULL;7389;;JRUIZ;17/07/2018 14:02;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081480;1;1800000351;2;NULL;1;3,1;14;0;5;;NULL;3070;;JRUIZ;17/07/2018 14:01;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081479;1;1800000351;2;NULL;1;3,1;12;0;5;;NULL;8704;;JRUIZ;17/07/2018 14:00;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081478;1;1800000351;2;NULL;1;3,1;4;0;5;;NULL;9998;;JRUIZ;17/07/2018 13:58;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081477;2;1800000351;2;NULL;1;3,1;43;0;5;;NULL;931;;MORBEGOSO;17/07/2018 13:57;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081477;1;1800000351;2;NULL;1;3,1;31;4;2;;NULL;8092;;MORBEGOSO;17/07/2018 13:57;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081476;1;1800000351;2;NULL;1;3,1;24;0;5;;NULL;3070;;JRUIZ;17/07/2018 13:55;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081475;1;1800000351;2;NULL;1;3,1;14;0;5;;NULL;4601;;JRUIZ;17/07/2018 13:52;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081474;1;1800000351;1;NULL;1;3,1;18;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:51;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081473;1;1800000351;2;NULL;1;3,1;58;6;5;;NULL;8002;;JRUIZ;17/07/2018 13:49;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081472;2;1800000351;2;NULL;1;3,1;26;0;5;;NULL;9029;;JRUIZ;17/07/2018 13:47;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081472;1;1800000351;2;NULL;1;3,1;14;0;1;;NULL;9017;;JRUIZ;17/07/2018 13:47;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081471;1;1800000351;1;NULL;1;3,1;25;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:44;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081470;1;1800000351;2;NULL;1;3,1;50;5;1;;NULL;4458;;MORBEGOSO;17/07/2018 13:39;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081469;1;1800000351;1;NULL;1;3,1;92;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:38;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081468;1;1800000351;2;NULL;1;3,1;24;3;2;;NULL;6776;;JRUIZ;17/07/2018 15:25;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081467;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:37;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081466;1;1800000351;2;NULL;1;3,1;7;0;5;;NULL;5222;;JRUIZ;17/07/2018 13:36;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081465;1;1800000351;2;NULL;1;3,1;51;0;5;;NULL;5222;;JRUIZ;17/07/2018 13:35;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081464;1;1800000351;2;NULL;1;3,1;25;3;1;;NULL;7017;;JRUIZ;17/07/2018 13:30;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081463;1;1800000351;2;NULL;1;3,1;12;0;5;;NULL;3665;;JRUIZ;17/07/2018 13:22;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081462;1;1800000351;2;NULL;1;3,1;61;0;5;;NULL;8616;;JRUIZ;17/07/2018 13:20;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081461;1;1800000351;2;NULL;1;3,1;36;0;1;;NULL;3066;;JRUIZ;17/07/2018 13:18;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081460;1;1800000351;2;NULL;1;3,1;60;0;5;;NULL;1548;;JRUIZ;17/07/2018 13:15;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081459;1;1800000351;2;NULL;1;3,1;12;0;5;;NULL;7892;;JRUIZ;17/07/2018 13:13;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081458;1;1800000351;1;NULL;1;3,1;75;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:10;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081457;1;1800000351;1;NULL;1;3,1;41;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:05;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081456;1;1800000351;2;NULL;1;3,1;32;0;5;;NULL;5407;;JRUIZ;17/07/2018 13:04;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081455;1;1800000351;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:03;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081454;1;1800000351;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 13:03;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081453;1;1800000351;1;NULL;1;3,1;4;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:59;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081452;1;1800000351;2;NULL;1;3,1;30;0;5;;NULL;4723;;JRUIZ;17/07/2018 12:58;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081451;1;1800000351;1;NULL;1;3,1;41;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:56;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081450;1;1800000351;2;NULL;1;3,1;12;0;5;;NULL;482;;JRUIZ;17/07/2018 12:53;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081449;1;1800000351;2;NULL;1;3,1;15;1,5;1;;NULL;5018;;JRUIZ;17/07/2018 12:44;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081448;1;1800000351;2;NULL;1;3,1;32;0;5;;NULL;5815;;JRUIZ;17/07/2018 12:44;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081447;1;1800000351;2;NULL;1;3,1;18;0;1;;NULL;3038;;JRUIZ;17/07/2018 12:43;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081446;1;1800000351;2;NULL;1;3,1;30;0;5;;NULL;3916;;JRUIZ;17/07/2018 12:52;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081445;1;1800000351;2;NULL;1;3,1;49;0;5;;NULL;7884;;JRUIZ;17/07/2018 12:40;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081443;1;1800000351;1;NULL;1;3,1;24;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:34;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081442;1;1800000351;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:23;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081441;1;1800000351;1;NULL;1;3,1;22;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:17;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081440;1;1800000351;1;NULL;1;3,1;12;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 12:14;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081439;1;1800000351;1;NULL;1;3,1;13;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:59;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081438;1;1800000351;2;NULL;1;3,1;27;0;5;;NULL;7433;;JRUIZ;17/07/2018 11:50;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081437;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:46;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081436;1;1800000351;2;NULL;1;3,1;40;0;5;;NULL;8901;;JRUIZ;17/07/2018 11:44;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081435;1;1800000351;1;NULL;1;3,1;17;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:39;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081434;1;1800000351;1;NULL;1;3,1;10;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:39;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081433;1;1800000351;1;NULL;1;3,1;6;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:36;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081432;1;1800000351;1;NULL;1;3,1;29;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:34;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081431;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:32;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081430;1;1800000351;1;NULL;1;3,1;32;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:32;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081429;1;1800000351;2;NULL;1;3,1;32;0;5;;NULL;7528;;JRUIZ;17/07/2018 11:29;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081428;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:27;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081427;1;1800000351;2;NULL;1;3,1;11;0;5;;NULL;4501;;JRUIZ;17/07/2018 11:27;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081426;1;1800000351;1;NULL;1;3,1;22;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:16;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081425;1;1800000351;2;NULL;1;3,1;7;0;5;;NULL;1630;;JRUIZ;17/07/2018 11:11;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081424;1;1800000351;1;NULL;1;3,1;51;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:10;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081423;1;1800000351;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 11:09;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081422;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:54;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081421;1;1800000351;2;NULL;1;3,1;17;3;1;;NULL;3014;;JRUIZ;17/07/2018 10:48;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081420;1;1800000351;2;NULL;1;3,1;30;0;1;;NULL;7253;;JRUIZ;17/07/2018 10:47;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081419;1;1800000351;1;NULL;1;3,1;42;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:46;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081418;1;1800000351;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:45;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081417;1;1800000351;2;NULL;1;3,1;52;0;5;;NULL;5888;;JRUIZ;17/07/2018 10:40;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081416;1;1800000351;2;NULL;1;3,1;16;0;5;;NULL;6714;;JRUIZ;17/07/2018 10:37;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081415;1;1800000351;1;NULL;1;3,1;25;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:23;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081414;1;1800000351;1;NULL;1;3,1;70;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:22;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081413;1;1800000351;1;NULL;1;3,1;30;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:14;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081412;1;1800000351;2;NULL;1;3,1;21;0;5;;NULL;7389;;JRUIZ;17/07/2018 10:08;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081411;1;1800000351;1;NULL;1;3,1;18;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 10:04;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081410;1;1800000351;1;NULL;1;3,1;10;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 9:55;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081409;1;1800000351;1;NULL;1;3,1;19;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 9:45;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081408;1;1800000351;2;NULL;1;3,1;18;2;5;;NULL;4820;;JRUIZ;17/07/2018 9:44;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081407;1;1800000351;2;NULL;1;3,1;11;0;5;;NULL;1923;;JRUIZ;17/07/2018 9:40;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081406;1;1800000351;2;NULL;1;3,1;5,25;0;5;;NULL;5144;;JRUIZ;17/07/2018 9:34;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081405;1;1800000351;2;NULL;1;3,1;25;0;2;;NULL;7007;;JRUIZ;17/07/2018 9:33;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081404;1;1800000351;2;NULL;1;3,1;10;0;5;;NULL;8977;;JRUIZ;17/07/2018 9:16;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081403;1;1800000351;1;NULL;1;3,1;7;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 9:06;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081402;1;1800000351;1;NULL;1;3,1;6;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 9:03;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081401;1;1800000351;1;NULL;1;3,1;8;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;17/07/2018 8:55;NULL;NULL;17/07/2018 0:00;NULL;NULL;NULL
T00013000081400;1;1800000351;2;NULL;1;3,1;7;0;5;;NULL;5752;;JRUIZ;17/07/2018 8:55;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081399;1;1800000351;2;NULL;1;3,1;53;0;5;;NULL;3504;;JRUIZ;17/07/2018 8:53;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081398;1;1800000351;2;NULL;1;3,1;10;0;5;;NULL;8481;;JRUIZ;17/07/2018 8:42;NULL;NULL;17/07/2018 0:00;;NULL;NULL
T00013000081397;1;1800000350;1;NULL;1;3,1;10,5;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 22:49;NULL;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081396;1;1800000350;2;NULL;1;3,1;17,25;0;1;;NULL;8800;;JRUIZ;16/07/2018 22:36;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081395;1;1800000350;2;NULL;1;3,1;3,75;0;1;;NULL;8800;;JRUIZ;16/07/2018 22:36;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081394;1;1800000350;2;NULL;1;3,1;22,5;0;5;;NULL;3165;;JRUIZ;16/07/2018 22:28;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081392;1;1800000350;1;NULL;1;3,1;14;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 22:14;NULL;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081391;1;1800000350;1;NULL;1;3,1;20;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 22:13;NULL;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081390;1;1800000350;2;NULL;1;3,1;48;5;5;;NULL;6852;;JRUIZ;16/07/2018 22:12;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081389;1;1800000350;1;NULL;2;3,1;10,64516129;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 22:09;20;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081388;1;1800000350;1;NULL;1;3,1;34;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 22:07;NULL;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081387;1;1800000350;2;NULL;1;3,1;34;0;5;;NULL;2062;;JRUIZ;16/07/2018 21:57;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081386;1;1800000350;2;NULL;1;3,1;30;0;5;;NULL;7864;;JRUIZ;16/07/2018 21:57;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081385;1;1800000350;2;NULL;1;3,1;16;0;1;;NULL;7030;;JRUIZ;16/07/2018 21:56;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081384;1;1800000350;2;NULL;1;3,1;75;0;5;;NULL;4164;;JRUIZ;16/07/2018 21:55;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081383;1;1800000350;2;NULL;1;3,1;44;0;5;;NULL;2219;;JRUIZ;16/07/2018 21:51;NULL;NULL;16/07/2018 0:00;;NULL;NULL
T00013000081382;1;1800000350;1;NULL;1;3,1;42;NULL;NULL;NULL;NULL;NULL;NULL;JRUIZ;16/07/2018 21:49;NULL;NULL;16/07/2018 0:00;NULL;NULL;NULL
T00013000081381;1;1800000350;2;NULL;1;3,1;36;5;1;;NULL;1029;;JRUIZ;16/07/2018 21:49;NULL;NULL;16/07/2018 0:00;;NULL;NULL
