tCodigoProducto;tGrupo;tSubGrupo;tTipoProducto;tDetallado;tResumido;tMoneda;lImpuesto1;lImpuesto2;lImpuesto3;lImpuesto4;lImpuesto5;lImpuesto6;lImpuesto7;lImpuesto8;lImpuesto9;lImpuesto10;lImpuesto11;lImpuesto12;lImpuesto13;lImpuesto14;lImpuesto15;tDescargo;nPrecioVenta;nPrecioDelivery;nPrecioLlevar;nPrecioCanal4;nPrecioCanal5;tCortesia;lModificable;tArea;lImprimeArea;lEspecial;lFijo;lActivo;lCombinacion;nCombinacion;nBoton;tIcono;oFoto;tUsuario;fRegistro;tEnlace;tCajaRapida;nBotonRapido;nInsumo;nInsumo2;nInsumo3;nInsumo4;nInsumo5;nGasto;nGasto2;nGasto3;nGasto4;nGasto5;nManoObra;nManoObra2;nManoObra3;nManoObra4;nManoObra5;tBarra;lPropiedad;tInfhotel;lDescuento;lLocal;lDelivery;lLlevar;lCanal4;lCanal5;tBotonPalm;tUnidadNegocio;lReplica;lMultiArea;tAlternativa;lControlInsumoCritico;tCodigoInsumo;nTiempo;lBalanza;lSolicitaAutorizacionEnvio;lDefineAreaProduccion;tCodigoProductoSunat;nPrecioVentaRefer;nCombinacionMinima;lNuevoModificado;tCodigoSKU;lLey1;lActivaHomologacionExterno;SURLIMAGE;lActivaPatioComida;tDescripcionPatio;tStockPlatoCritico;tAplicaExoneracion;tAplicaInafectacion;tNombrePatio;lComboVisible;IntegracionWebApi
478;15;1501;1;Almuerzo Balance Wrap;Almuerzo Balance Wrap;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;21,9;0;21,9;28;0;NULL;0;1;1;NULL;NULL;0;1;2;0;NULL;NULL;ADMIN;10/02/2022 12:22;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CX;0;;1;0;0;1;1;0;NULL;1;1;0;;0;;4;0;0;0;;0;1;1;;0;0;;0;;0;0;0;Almuerzo Balance Wrap;NULL;0
479;3;302;1;MINI SANDWICHES DE ASADO DE RES;MINI SANDW ASADO DE RES;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;3,6;3,6;3,6;3,6;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:34;234;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3009025;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
480;4;417;1;MINI CROISSANT DE POLLO CON DURAZNO;MINI CROIS POLLO DURAZNO;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;2,2;2,2;2,2;2,2;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;147;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000150;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
481;6;605;2;Popeyazo;Popeyazo;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;0;14;14;0;NULL;0;3;1;NULL;NULL;0;0;0;13;NULL;NULL;ADMIN;02/09/2021 8:35;13;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001027;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
482;6;605;2;Vitafresh;Vitafresh;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;0;14;14;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;14;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001028;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
483;6;605;2;Redpower;Redpower;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;14;14;14;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;15;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001029;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
484;15;1501;1;Quinua Wok;Quinua Wok;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;25;0;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;220;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001030;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
485;14;1403;1;Spaguetti Primavera;Spaguetti Primavera;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;20;20;20;20;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;16;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001031;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
486;6;601;2;Caja Aurora de Menta 15 unid;Caja Aurora de Menta 15 ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;45;0;45;45;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;22/08/2021 22:38;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D2020259;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
487;13;1305;1;Galleta Cranberry Rellena de Frutos Rojos;Galleta Cranb Frutos Roj;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;8;8;8;8;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;08/07/2022 12:14;22;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D1020021;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Galleta Cranberry Rellena de F;NULL;0
488;17;1702;1;cheesecake de maracuya porción;cheesecake de maracuya p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;16,9;0;0;0;0;NULL;0;5;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;02/12/2024 1:12;19;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000066;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;3;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0000488.jpg;0;;0;0;0;Cheesecake de Maracuya;0;1
489;17;1702;1;Tres leches de algarrobina;Tres leches algarrobina;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;15;15;15;15;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:23;5;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001011;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Tres leches de algarrobina;NULL;0
490;17;1702;1;Tres leches de algarrobina 12P;Tres leches algarrob 12P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;85;85;85;85;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:23;4;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001010;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Tres leches de algarrobina 12P;NULL;0
491;17;1702;1;Cheesecake de arroz con leche Und;Chessecake arroz lech Un;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;14;14;14;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;17;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001032;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Cheesecake de arroz con leche;NULL;0
492;17;1703;1;Caja de Brownie Premium x 16 Unid;Caja de Brownie Premium ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;40;40;40;40;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;18;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001033;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Caja de Brownie Premium x 16 U;NULL;0
493;17;1701;1;Cheesecake de arroz con leche 12P;Cheesecake arroz lech 12;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;90;90;90;90;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;11;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001023;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Cheesecake de arroz con leche;NULL;0
494;14;1410;1;waffle de la casa;waffle de la casa;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;21,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;8;NULL;NULL;ADMIN;27/01/2025 10:02; ;NULL;NULL;6,29E-17;6,29E-17;6,29E-17;6,29E-17;6,29E-17;0;0;0;0;0;0;0;0;0;0;V1000067;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;waffle de la casa;0;0
495;14;1410;1;avena power;avena power;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;16;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/09/2022 19:31;228;NULL;NULL;1,26E-16;1,26E-16;1,26E-16;1,26E-16;1,26E-16;0;0;0;0;0;0;0;0;0;0;V1000091;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;avena power;NULL;0
496;14;1405;1;Frito con tocino;Frito con tocino;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;16;0;16;16;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;30/12/2019 11:11;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001038;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;NULL;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
497;14;1403;1;Spaguetti Integral Primavera;Spaguetti Integral Prima;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;21;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001040;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Spaguetti Integral Primavera;NULL;0
498;15;1501;1;Pasta Bolognesa Integral;Pasta Bolognesa Integral;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;185;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3200015;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta Bolognesa Integral;NULL;0
499;15;1501;1;Pasta Pomodoro Integral;Pasta Pomodoro Integral;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:24;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3200017;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta Pomodoro Integral;NULL;0
500;15;1501;1;Pasta Pesto Integral;Pasta Pesto Integral;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;04/10/2022 12:53;186;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3200016;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta Pesto Integral;NULL;0
501;15;1501;1;Pasta Bechamel Integral;Pasta Bechamel Integral;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:25;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;c9999;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta Bechamel Integral;NULL;0
502;15;1501;1;Pasta a lo Alfredo Integral;Pasta a lo Alfredo Integ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;04/10/2022 12:53;184;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3200014;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta a lo Alfredo Integral;NULL;0
503;15;1501;1;Pasta al Olio Veggie Integral;Pasta Olio Veggie Integr;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25;25;25;25;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C9999;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;9;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Pasta al Olio Veggie Integral;NULL;0
504;7;701;1;Servicio de Catering;Servicio de Catering;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;100;100;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C999;0;;1;0;1;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Servicio de Catering;NULL;0
505;15;1502;1;DESAYUNO MA;DESAYUNO MA;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;19,9;19,9;19,9;19,9;0;NULL;0;1;1;NULL;NULL;0;1;12;0;NULL;NULL;ADMIN;18/10/2022 16:44;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CX;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;5;0;0;0;;0;3;1;;0;0;;0;;0;0;0;DESAYUNO MA;NULL;0
506;15;1501;1;Almuerzos MA;Almuerzos MA;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;25;0;25;25;0;NULL;0;1;1;NULL;NULL;0;1;3;0;NULL;NULL;ADMIN;10/02/2022 12:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CX;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;8;0;0;0;;0;1;1;;0;0;;0;;0;0;0;Almuerzos MA;NULL;0
507;13;1303;1;Tiramisu (Pomo);Tiramisu (Pomo);1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;0;14;14;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:26;222;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010070;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Tiramisu (Pomo);NULL;0
508;17;1701;1;Consumo en pasteleria;Consumo en pasteleria;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;22;0;0;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C999;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Consumo en pasteleria;NULL;0
509;13;1305;1;Galleta Mini Cramberry;Galleta Mini Cramberry;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;2;2;2;2;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010071;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
510;17;1702;1;brownie chocolate 72%;brownie chocolate 72%;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;10;10;10;10;0;NULL;0;2;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;03/07/2025 23:51; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000073;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;http://192.168.2.205/ApiTotem/productos/0000510.jpg;0;;0;0;0;Brownie Chocolate 72%;0;1
511;17;1701;1;Keke de Piña 8P;Keke de Piña 8P;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;30;35;30;35;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;25;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2010072;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Keke de Piña 8P;NULL;0
512;17;1702;1;Keke de Piña;Keke de Piña;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;8;0;8;8;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;26;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001062;0;;1;1;0;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Keke de Piña;NULL;0
513;17;1702;1;Alfajor Pecanas Und;Alfajor Pecanas Und;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;8;8;8;8;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;24;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001055;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Alfajor Pecanas Und;NULL;0
514;17;1706;1;Mini Torta de Chocolate Fiesta;Mini Torta Choco Fiesta;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;45;45;45;45;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3011076;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Mini Torta de Chocolate Fiesta;NULL;0
515;17;1705;1;Alfajor Pop;Alfajor Pop;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;10;10;10;10;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;226;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2060048;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Alfajor Pop;NULL;0
516;17;1702;1;BROWNIE NAVIDAD;BROWNIE NAVIDAD;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;10;10;10;10;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;06/01/2022 12:53;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000100;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
517;17;1706;1;Minimaria carrot boo;Minimaria carrot boo;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49;49;49;52;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;05/10/2022 15:14;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2120003;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Mini Carrot Cake Halloween;NULL;0
518;13;1305;1;Cupcake Navidad;Cupcake Navidad;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;12;12;12;12;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;23/11/2021 9:00;242;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V2040008;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
519;17;1701;1;Torta de Chocolate 12P Fiesta;Torta Choco 12P Fiesta;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;99;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:27;27;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001063;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;5;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Torta de Chocolate 12P Fiesta;NULL;0
520;17;1701;1;Torta de Chocolate 24P Halloween;Torta Choco 24P Hallowee;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;175;175;175;175;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:35;29;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001065;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
521;17;1701;1;Torta de Zanahoria 12P Halloween;Torta Zanah 12P Hallowee;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;99;99;99;99;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:28;28;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001064;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;5;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Torta de Zanahoria 12P Hallowe;NULL;0
522;17;1701;1;Torta de Zanahoria 24P Halloween;Torta Zanah 24P Hallowee;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;175;175;175;175;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:36;30;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001066;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
523;2;204;1;Coulie de Frutos Rojos;Coulie de Frutos Rojos;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;16;16;16;16;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:28;31;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001068;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Coulie de Frutos Rojos;NULL;0
524;17;1701;1;Torta de Chocolate 50P Halloween;Torta Choco 50P Hallowee;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;300;0;300;300;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:36;32;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001069;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
525;13;1305;1;Pomo Brownie Bites;Pomo Brownie Bites;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;0;15;15;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;02/09/2021 8:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D2000015;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;NULL;NULL;NULL;NULL;0
526;14;1412;1;ensalada atún;ensalada atún;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;29;29;29;29;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;04/10/2024 21:50;34;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000068;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;4;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Ensalada Atún;0;0
527;14;1402;1;La Carnal;La Carnal;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;30;30;30;30;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;10/02/2022 12:28;224;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001073;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;4;0;0;0;;0;0;1;;0;0;;0;;0;0;0;La Carnal;NULL;0
528;14;1412;1;Ensalada de pavo ;Ensalada de pavo ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;30,9;0;0;0;0;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;29/01/2025 19:02; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;V1000069;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;4;0;0;0;;0;0;1;;0;0;;0;;0;0;0;Poke Pavo;0;0
529;5;502;1;Tostón Capresse;Tostón Capresse;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;R;14;14;14;14;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;22/06/2020 12:49;35;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C3001076;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;NULL;NULL;NULL;NULL;NULL;NULL;0
