tCodigoProducto;tGrupo;tSubGrupo;tTipoProducto;tDetallado;tResumido;tMoneda;lImpuesto1;lImpuesto2;lImpuesto3;lImpuesto4;lImpuesto5;lImpuesto6;lImpuesto7;lImpuesto8;lImpuesto9;lImpuesto10;lImpuesto11;lImpuesto12;lImpuesto13;lImpuesto14;lImpuesto15;tDescargo;nPrecioVenta;nPrecioDelivery;nPrecioLlevar;nPrecioCanal4;nPrecioCanal5;tCortesia;lModificable;tArea;lImprimeArea;lEspecial;lFijo;lActivo;lCombinacion;nCombinacion;nBoton;tIcono;oFoto;tUsuario;fRegistro;tEnlace;tCajaRapida;nBotonRapido;nInsumo;nInsumo2;nInsumo3;nInsumo4;nInsumo5;nGasto;nGasto2;nGasto3;nGasto4;nGasto5;nManoObra;nManoObra2;nManoObra3;nManoObra4;nManoObra5;tBarra;lPropiedad;tInfhotel;lDescuento;lLocal;lDelivery;lLlevar;lCanal4;lCanal5;tBotonPalm;tUnidadNegocio;lReplica;lMultiArea;tAlternativa;lControlInsumoCritico;tCodigoInsumo;nTiempo;lBalanza;lSolicitaAutorizacionEnvio;lDefineAreaProduccion;tCodigoProductoSunat;nPrecioVentaRefer;nCombinacionMinima;lNuevoModificado;tCodigoSKU;lLey1;lActivaHomologacionExterno;SURLIMAGE;lActivaPatioComida;tDescripcionPatio;tStockPlatoCritico;tAplicaExoneracion;tAplicaInafectacion;tNombrePatio;lComboVisible;IntegracionWebApi
1502;4;417;1;Mini triple box ;Mini triple box ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;60;60;60;60;60;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;08/04/2024 13:23; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2210008;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1503;4;417;1;Mini cubanito box;Mini cubanito box;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;65;65;65;65;65;NULL;0;1;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;07/09/2024 16:04;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2210009;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1504;4;417;1;mini croissant mixto box;mini croissant mixto box;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;65;65;65;65;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;18/04/2023 8:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2210010;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1505;4;417;1;PETIT PAN CON POLLO;PETIT PAN CON POLLO;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;60;60;60;60;0;NULL;0;1;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;11/04/2023 15:27;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2210011;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1506;6;610;2;Mariaccino con L. Almendras;Mariaccino con L. Almend;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;13;NULL;NULL;ADMIN;04/01/2023 10:38;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2020004;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1507;6;610;2;Capuccino con L. Almendras MA.;Capuccino con L. Almendr;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;13;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;14;NULL;NULL;ADMIN;03/07/2025 23:55; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2020005;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1508;6;610;2;Latte con L. Almendras MA.;Latte con L. Almendras M;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;15;NULL;NULL;ADMIN;04/01/2023 10:24;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2020006;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1509;6;610;2;Cortado con L. Almendras MA;Cortado con L. Almendras;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;11;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;16;NULL;NULL;ADMIN;04/01/2023 10:39;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2020007;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1510;6;608;2;Agua san luis sin gas 750ml;Agua san luis sin gas750;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;5;5;5;5;5;NULL;0;3;1;NULL;NULL;1;0;0;13;NULL;NULL;ADMIN;04/07/2025 0:01; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010003;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;1;;0;0;0;SAN LUIS S/G 750 ML;0;0
1511;6;608;2;SAN LUIS C/G 625 ML PET*15;SAN LUIS C/G 625 ML PET*;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;5;5;5;5;0;NULL;0;3;1;NULL;NULL;1;0;0;14;NULL;NULL;ADMIN;04/07/2025 0:00; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010004;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1512;6;608;2;Gaseosa Coca Cola 500pet;Gas Coca Cola 500pet;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;1;0;0;15;NULL;NULL;ADMIN;22/03/2024 8:44;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010005;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1513;6;608;2;Gaseosa Coca Cola Sin Azucar 500pet;Gas Coca Cola Sin Az 500;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;1;0;0;16;NULL;NULL;ADMIN;22/03/2024 8:45;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010006;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1514;6;608;2;Gaseosa Inca Kola Pet 500ml;Gas Inca Kola Pet 500;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;1;0;0;17;NULL;NULL;ADMIN;22/03/2024 8:46;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010007;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1515;6;608;2;Gaseosa Inca Kola Sin Azucar 500 Pet;Gas Inca Kola Sin Az 500;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;1;0;0;18;NULL;NULL;ADMIN;22/03/2024 8:46;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010008;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1516;6;608;2;COCA COLA SIN AZUCAR PET 300ML;COCA COLA SIN AZUCAR PET;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;0;0;0;19;NULL;NULL;ADMIN;22/03/2024 8:51;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010009;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1517;6;608;2;INCA KOLA SIN AZUCAR PET 300ML;INCA KOLA PET 300ML;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;13/02/2025 21:46; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2010010;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1518;6;608;2;HEINEKEN 330ML ;HEINEKEN BNR 330ML ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;13;13;13;13;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;11/10/2022 10:27;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D1010047;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1519;6;610;2;Chocolate caliente con Almendra;Chocolate caliente con A;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;14;0;0;0;0;NULL;0;3;1;NULL;NULL;1;0;0;17;NULL;NULL;ADMIN;25/07/2023 11:37;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2020008;0;;1;1;0;0;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1520;6;610;2;passion friends;passion friends;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;9;9;9;8;0;NULL;0;3;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;04/02/2025 17:06; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2030001;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1521;6;610;2;Infusion Bomba tropical;Infusion Bomba tropical;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;9;0;9;0;0;NULL;0;3;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;27/10/2023 16:06;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2030002;0;;1;1;0;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1522;17;1706;1;Minimaria red velvet;Minimaria red velve;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;52,9;52,9;52,9;52,9;52,9;NULL;0;2;1;NULL;NULL;1;0;0;1;NULL;NULL;ADMIN;01/07/2025 23:03; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130009;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0001522.jpg;0;;0;0;0;;0;1
1523;17;1701;1;red velvet rellena 12pz;red velvet rellena 12pz;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;119;119;119;119;119;NULL;0;2;1;NULL;NULL;1;0;0;0;NULL;NULL;ADMIN;01/07/2025 22:53; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130008;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;https://blobmasac.blob.core.windows.net/img-totem/0001523.jpg;0;;0;0;0;;0;1
1524;7;701;1;Pack Loreal;Pack Loreal;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;6500;6500;6500;6500;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;25/07/2023 11:38;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220007;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1525;20;2003;1;Navidad ma - brownie unid.;Navidad ma - brownie uni;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;13,9;13,9;13,9;13,9;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;12/12/2024 12:49;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1610005;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1526;17;1704;1;Navidad ma - Cookie Árbol ;Navidad ma - Cookie Árbo;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;8;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;07/12/2024 15:04;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1430002;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1527;17;1704;1;Navidad ma - Cookie Muñeco de jengibre ;Navidad ma - Cookie Muñe;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;8;8;8;8;8;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;07/12/2024 15:19;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1430003;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1528;20;2003;1;Navidad ma - Caja de trufas y mana;Navidad ma - Caja de tru;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;15;15;15;15;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;20/03/2025 10:23; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220002;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1529;17;1707;1;Navidad Ma - Cupcake Reno;Navidad Ma - Cupcake Re;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;13,9;13,9;13,9;13,9;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;22/12/2024 12:44;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1310006;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1530;17;1707;1;Navidad ma -  choconavidad;Navidad ma -  choconavid;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;13;13;13;0;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;07/12/2023 14:16;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1310005;0;;1;1;1;1;0;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1531;4;416;1;Navidad ma - Brownie box;Navidad ma - Brownie box;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;29,9;29,9;29,9;29,9;29,9;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;18/12/2024 19:05;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220003;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1532;4;416;1;Love box deluxe;Love box deluxe;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;59;59;59;59;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;04/01/2024 11:02;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220005;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1533;4;416;1;Navidad ma - Love Box;Navidad ma - Love Box;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;52;52;52;52;52;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;18/12/2024 19:00;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220004;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1534;4;416;1;Navidad ma - Petit Box;Navidad ma - Petit Box;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;32;32;32;32;32;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;22/12/2024 12:45;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220006;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1535;17;1701;1;Navidad ma - keke ingles;Navidad ma - keke ingles;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;44,9;44,9;44,9;44,9;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;25/11/2024 11:06; ;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1010001;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1536;17;1701;1;Navidad ma - keke chocolate ;Navidad ma - keke chocol;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;39;39;39;39;39;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;18/12/2024 18:53;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1010002;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1537;17;1702;1;Navidad ma - keke chocolate porc.;Navidad ma - keke choc p;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;10;10;10;10;0;NULL;0;2;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;01/12/2024 13:34;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1020003;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1538;17;1701;1;pie de limon christmas;pie de limon christmas;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;95;95;95;95;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;15/11/2022 11:29;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1510002;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1539;17;1701;1;crocante de manzana christmas;crocante de manzana chri;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;90;90;90;95;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;22/11/2022 12:23;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130010;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1540;17;1706;1;Navidad ma - Mini red velvet ;Navidad ma - Mini red ve;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49,9;49,9;49,9;49,9;49,9;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;19/12/2024 11:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2120008;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1541;17;1701;1;Navidad ma - Red velvet 12p ;Navidad ma - Red velvet ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;99,9;99,9;99,9;99,9;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;25/11/2024 11:14;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130011;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1542;17;1706;1;Navidad ma - Mini choco ;Navidad ma - Mini choco ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49,9;49,9;49,9;49,9;49,9;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;19/12/2024 11:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2120009;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1543;17;1701;1;navidad ma - Torta de chocolate 12pz;navidad ma - Torta de ch;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;99,9;99,9;99,9;99,9;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/11/2024 7:43;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130012;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1544;17;1701;1;Navidad ma - carrot cake 12pz;Navidad ma - carrot cake;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;99,9;99,9;99,9;99,9;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;26/11/2024 7:43;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2130013;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1545;17;1706;1;Navidad ma - Mini carrot cake ;Navidad ma - Mini carrot;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49,9;49,9;49,9;49,9;49,9;NULL;0;5;1;NULL;NULL;0;0;0;10;NULL;NULL;ADMIN;19/12/2024 11:36;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2120010;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1546;17;1704;1;Navidad ma - Kit de galletas;Navidad ma - Kit de gall;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49;49;49;49;49;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;13/12/2024 18:07;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220008;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1547;17;1704;1;Navidad ma - Casa de jengibre;Navidad ma - Casa de jen;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;70;70;70;70;70;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;19/12/2024 11:51;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T1410001;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1548;20;2002;1;gift box 3 ;gift box 3 ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;65;65;65;65;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;28/12/2022 18:18;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220009;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1549;20;2002;1;gift box 2;gift box 2;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;110;110;110;110;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;15/11/2022 20:15;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220010;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1550;20;2001;1;Navidad ma - gift box ;Navidad ma - gift box ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;97,9;97,9;97,9;97,9;97,9;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;13/12/2024 18:57;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220011;0;;1;1;1;1;1;1;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1551;4;416;1;xmas box ;xmas box ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;80;80;80;80;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;15/11/2022 20:26;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220012;0;;1;0;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1552;4;416;1;xmas sweet box ;xmas sweet box ;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;49;49;49;49;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;17/11/2022 9:22;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2220013;0;;1;0;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;NULL;0
1553;20;2002;1;Navidad ma - Pack amigo Secreto 1;Navidad ma - Pack amigo1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;15;15;15;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;21/11/2023 14:54;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2330001;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1554;20;2002;1;Navidad ma - Pack amigo Secreto 2;Navidad ma - Pack amigo2;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;15;15;15;15;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;21/11/2023 14:54;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2330002;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
1555;20;2002;1;Navidad ma - Pack amigo Secreto 3;Navidad ma - Pack amigo3;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;;19;19;19;19;0;NULL;0;5;1;NULL;NULL;0;0;0;0;NULL;NULL;ADMIN;21/11/2023 14:59;;NULL;NULL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T2330003;0;;1;1;1;1;1;0;NULL;1;1;0;;0;;0;0;0;0;;0;0;1;;0;0;;0;;0;0;0;;0;0
