tCodigoPedido;tItem;tItemCombo;tProducto;tProductoCombo;nCantidad;tCodigoGrupo;tCodigoSubGrupo;nPrecioNeto;nImpuesto1;nImpuesto2;nImpuesto3;nVenta;nInsumo;nGasto;nManoObra;lImprimeArea;lImprime;nOrden;tObservacion;lCorte;lAtendidoC;fAtendidoC;tUsuarioAtendio
2500041484;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SIN HIELO;NULL;NULL;NULL;NULL
2500041474;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500041474;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041471;2;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SIN HIELO;NULL;NULL;NULL;NULL
2500041471;2;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041471;1;2;2780;2785;1;19;1902;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041471;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SIN HIELO;NULL;NULL;NULL;NULL
2500041464;2;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;CAMBIA A FRUTOS ROJOS;NULL;NULL;NULL;NULL
2500041464;2;1;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041464;1;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500041464;1;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041462;2;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041462;2;1;1898;1915;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041462;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041462;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041458;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041458;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500041449;2;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041449;2;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041449;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500041449;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041439;1;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500041439;1;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041411;4;2;1897;1966;1;14;1402;13,10077519;2,358139535;1,441085271;0;16,9;0;0;0;1;1;1;SALIO;NULL;NULL;NULL;NULL
2500041411;4;1;1897;210;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041411;3;2;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;A;NULL;NULL;NULL;NULL
2500041411;3;1;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041407;1;2;2695;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041407;1;1;2695;2178;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041406;3;2;2776;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041406;3;1;2776;2175;1;14;1410;13,87596899;2,497674419;1,526356589;0;17,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;3;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;3;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;2;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;2;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;1;2;2775;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041403;1;1;2775;2782;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041400;3;2;2775;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041400;3;1;2775;2782;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041390;1;3;2100;1949;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041390;1;2;2100;1009;1;18;1807;9,302325581;1,674418605;1,023255814;0;12;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041390;1;1;2100;2411;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041376;1;2;2776;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041376;1;1;2776;2175;1;14;1410;13,87596899;2,497674419;1,526356589;0;17,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041375;1;2;2776;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041375;1;1;2776;2175;1;14;1410;13,87596899;2,497674419;1,526356589;0;17,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041369;2;2;2775;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;CAPU;NULL;NULL;NULL;NULL
2500041369;2;1;2775;2782;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041369;1;2;2774;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;CAPU;NULL;NULL;NULL;NULL
2500041369;1;1;2774;2784;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041358;1;2;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041358;1;1;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041337;1;2;1980;2424;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041337;1;1;1980;2418;2;17;1702;13,10077519;4,71627907;2,882170543;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041329;1;2;2696;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041329;1;1;2696;2326;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041308;1;3;2100;1949;1;17;1708;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041308;1;2;2100;1009;1;18;1807;9,302325581;1,674418605;1,023255814;0;12;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041308;1;1;2100;2411;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041207;1;2;2780;2785;1;19;1902;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041207;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041201;1;2;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041201;1;1;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041184;8;2;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H;NULL;NULL;NULL;NULL
2500041184;8;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041183;1;2;2695;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041183;1;1;2695;2178;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041181;1;2;2780;2785;1;19;1902;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041181;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;2;4;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;2;3;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;2;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;2;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;1;2;2780;2785;1;19;1902;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041179;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;5;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;5;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;3;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;3;1;1898;1967;1;14;1402;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;9;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCORANTE;NULL;NULL;NULL;NULL
2500041175;2;8;1898;1969;4;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;7;1898;1969;6;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500041175;2;6;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH /EDULCORANTE;NULL;NULL;NULL;NULL
2500041175;2;5;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;4;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;3;1898;344;4;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;2;1898;1916;3;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041175;2;1;1898;1967;5;14;1402;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;2;2;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;2;1;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;1;4;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;1;3;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041173;1;1;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041153;1;2;1898;1916;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041153;1;1;1898;1521;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041149;2;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH MESA;NULL;NULL;NULL;NULL
2500041149;2;1;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;MESA/ SIN TOMATE CHERRY;NULL;NULL;NULL;NULL
2500041148;1;2;2695;2157;2;17;1704;7,674418605;2,762790698;1,688372093;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041148;1;1;2695;2178;2;14;1412;23,17829457;8,344186047;5,099224806;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041146;2;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH MESA;NULL;NULL;NULL;NULL
2500041146;2;1;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;MESA;NULL;NULL;NULL;NULL
2500041144;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041144;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SH;NULL;NULL;NULL;NULL
2500041139;1;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041139;1;1;1898;180;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041138;1;2;2696;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041138;1;1;2696;2326;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041133;2;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041133;2;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCORANTE;NULL;NULL;NULL;NULL
2500041133;1;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041133;1;1;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;EDULCORA;NULL;NULL;NULL;NULL
2500041126;1;2;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041126;1;1;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041124;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041124;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;AL T;NULL;NULL;NULL;NULL
2500041116;1;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;S/H S/A ;NULL;NULL;NULL;NULL
2500041116;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041114;1;2;2695;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041114;1;1;2695;2178;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041090;1;2;2775;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041090;1;1;2775;2782;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041088;1;2;2695;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041088;1;1;2695;2178;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041076;1;2;2774;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041076;1;1;2774;2784;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041060;2;2;2776;2175;1;14;1410;13,87596899;2,497674419;1,526356589;0;17,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041060;2;1;2776;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;CAPU;NULL;NULL;NULL;NULL
2500041060;1;2;2774;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;CAPU;NULL;NULL;NULL;NULL
2500041060;1;1;2774;2784;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041042;1;2;2775;2642;1;12;1204;1,550387597;0,279069767;0,170542636;0;2;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041042;1;1;2775;2782;1;14;1410;17,75193798;3,195348837;1,952713178;0;22,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041041;1;2;2774;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041041;1;1;2774;2784;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041037;1;3;1479;54;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041037;1;2;1479;468;1;4;416;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041037;1;1;1479;1008;1;18;1807;9,302325581;1,674418605;1,023255814;0;12;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500041030;1;2;2774;2787;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500041030;1;1;2774;2784;1;14;1410;16,97674419;3,055813953;1,86744186;0;21,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040876;1;2;1980;2424;4;17;1702;13,10077519;9,43255814;5,764341085;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040876;1;1;1980;2418;4;17;1702;13,10077519;9,43255814;5,764341085;0;16,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040865;1;2;1667;1499;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040865;1;1;1667;54;1;17;1706;38,68217054;6,962790698;4,25503876;0;49,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040847;1;4;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040847;1;3;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040847;1;2;1898;1918;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;;NULL;NULL;NULL;NULL
2500040847;1;1;1898;1919;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040846;1;4;1898;213;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040846;1;3;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;AL T;NULL;NULL;NULL;NULL
2500040846;1;2;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040846;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040842;1;3;1898;1969;2;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SHIELO;NULL;NULL;NULL;NULL
2500040842;1;2;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040842;1;1;1898;344;1;14;1412;23,95348837;4,311627907;2,634883721;0;30,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040838;1;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040838;1;1;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;SA;NULL;NULL;NULL;NULL
2500040837;1;2;2780;2785;1;19;1902;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040837;1;1;2780;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;AL T;NULL;NULL;NULL;NULL
2500040835;1;2;2696;2157;1;17;1704;7,674418605;1,381395349;0,844186047;0;9,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040835;1;1;2696;2326;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;NULL;1;NULL;;NULL;NULL;NULL;NULL
2500040833;2;2;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040833;2;1;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;AL T;NULL;NULL;NULL;NULL
2500040831;2;2;1898;1969;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040831;2;1;1898;1842;1;14;1412;19,30232558;3,474418605;2,123255814;0;24,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040831;1;2;2779;2152;1;14;1407;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040831;1;1;2779;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;AL T;NULL;NULL;NULL;NULL
2500040816;1;2;2778;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040816;1;1;2778;2436;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;SIN CHOCLO , Y PIMIENTOS;NULL;NULL;NULL;NULL
2500040799;3;2;2781;2334;1;6;609;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040799;3;1;2781;2786;1;14;1412;23,17829457;4,172093023;2,549612403;0;29,9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040789;2;2;1897;1731;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040789;2;1;1897;262;1;14;1410;20,15503876;3,627906977;2,217054264;0;26;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040783;1;2;1897;1731;1;6;610;7,751937984;1,395348837;0,852713178;0;10;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040783;1;1;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040779;1;2;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040779;1;1;1897;2299;1;14;1410;17,05426357;3,069767442;1,875968992;0;22;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040773;1;2;1897;1466;1;14;1410;13,95348837;2,511627907;1,534883721;0;18;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040773;1;1;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
2500040767;2;2;1897;208;1;6;610;6,976744186;1,255813953;0,76744186;0;9;0;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL
